1 	 105 	 60 	 1.4796680661381927
1 	 125 	 60 	 1.6163985959406448
1 	 140 	 60 	 1.710496128261704
1 	 160 	 60 	 1.6876040431811559
1 	 435 	 60 	 0.7431580096651234
1 	 606 	 60 	 0.8386395063216646
1 	 775 	 60 	 0.8087210658383839
1 	 814 	 60 	 0.8281806771761022
1 	 850 	 60 	 0.8497788567366854
1 	 606 	 30 	 1.5103442494150843
1 	 775 	 30 	 1.4588683674165759
1 	 814 	 30 	 1.5408346977049596
1 	 850 	 30 	 1.5655293828493617
2 	 105 	 60 	 1.370352729512288
2 	 125 	 60 	 1.3978594067366508
2 	 140 	 60 	 1.4155614690139762
2 	 160 	 60 	 1.4911334142344037
2 	 435 	 60 	 0.7685121543087685
2 	 606 	 60 	 0.8470086598801558
2 	 775 	 60 	 0.8391862353213763
2 	 814 	 60 	 0.8067885624978745
2 	 850 	 60 	 0.833541707958208
2 	 606 	 30 	 1.529777653738868
2 	 775 	 30 	 1.4090399677637044
2 	 814 	 30 	 1.4968550056530416
2 	 850 	 30 	 1.424162120560571
3 	 105 	 60 	 1.5752662024376418
3 	 125 	 60 	 1.4924125648899387
3 	 140 	 60 	 1.5182982219943337
3 	 160 	 60 	 1.5531015817944505
3 	 435 	 60 	 0.7978072290674543
3 	 606 	 60 	 1.0146169279435282
3 	 775 	 60 	 0.9499968122608272
3 	 814 	 60 	 1.0601280662236725
3 	 850 	 60 	 0.8954006081715817
3 	 606 	 30 	 1.9665430718946886
3 	 775 	 30 	 1.81026819459446
3 	 814 	 30 	 1.8532737161139285
3 	 850 	 30 	 1.585804690294973
4 	 105 	 60 	 1.502819362092365
4 	 125 	 60 	 1.5080191566274603
4 	 140 	 60 	 1.5430164668525177
4 	 160 	 60 	 1.5538990577068985
4 	 435 	 60 	 0.805725664798952
4 	 606 	 60 	 0.9676127731804397
4 	 775 	 60 	 0.9066055155467478
4 	 814 	 60 	 0.9801269408596125
4 	 850 	 60 	 0.8663695714710526
4 	 606 	 30 	 1.8936555263628911
4 	 775 	 30 	 1.7353191320125136
4 	 814 	 30 	 1.7393007621055028
4 	 850 	 30 	 1.491559204886062
5 	 105 	 60 	 1.4086752634769317
5 	 125 	 60 	 1.4487558284186792
5 	 140 	 60 	 1.5659854816600314
5 	 160 	 60 	 1.5138958388545796
5 	 435 	 60 	 0.7848581677063355
5 	 606 	 60 	 1.08200544618516
5 	 775 	 60 	 0.8471808272577009
5 	 814 	 60 	 0.8727626874735639
5 	 850 	 60 	 0.8278167491515273
5 	 606 	 30 	 2.095831471543487
5 	 775 	 30 	 1.5794612887454216
5 	 814 	 30 	 1.6234781493648434
5 	 850 	 30 	 1.4957838299676383
